time,bus_voltage_V,current_mA,power_mW,State
12/26/2023 15:43,5.197,502,2920,charging
12/26/2023 15:43,5.185,679,3500,charging
12/26/2023 15:43,5.197,591,3020,charging
12/26/2023 15:43,5.189,648,3380,charging
12/26/2023 15:43,5.189,540,2780,charging
12/26/2023 15:43,5.185,644,3500,charging
12/26/2023 15:43,5.189,537,2940,charging
12/26/2023 15:43,5.173,731,3680,charging
12/26/2023 15:43,5.193,556,2720,charging
12/26/2023 15:43,5.185,665,4680,charging
12/26/2023 15:43,5.197,505,2620,charging
12/26/2023 15:43,5.173,647,3740,charging
12/26/2023 15:43,5.189,543,2820,charging
12/26/2023 15:43,5.189,688,3340,charging
12/26/2023 15:43,5.197,602,4060,charging
12/26/2023 15:43,5.185,655,4200,charging
12/26/2023 15:43,5.181,713,3480,charging
12/26/2023 15:43,5.181,656,3340,charging
12/26/2023 15:43,5.181,685,4100,charging
12/26/2023 15:43,5.197,631,3280,charging
12/26/2023 15:43,5.197,609,2920,charging
12/26/2023 15:43,5.197,593,3440,charging
12/26/2023 15:43,5.197,544,3280,charging
12/26/2023 15:43,5.189,571,3040,charging
12/26/2023 15:43,5.185,541,2820,charging
12/26/2023 15:43,5.197,520,3040,charging
12/26/2023 15:43,5.197,672,2860,charging
12/26/2023 15:43,5.197,567,3340,charging
12/26/2023 15:43,5.189,537,2780,charging
12/26/2023 15:43,5.197,556,3280,charging
12/26/2023 15:43,5.193,797,3400,charging
12/26/2023 15:43,5.189,738,3400,charging
12/26/2023 15:43,5.193,650,2880,charging
12/26/2023 15:43,5.193,534,3300,charging
12/26/2023 15:43,5.193,537,3600,charging
12/26/2023 15:43,5.197,538,2780,charging
12/26/2023 15:43,5.189,606,3400,charging
12/26/2023 15:43,5.177,538,2780,charging
12/26/2023 15:43,5.189,598,4060,charging
12/26/2023 15:43,5.193,542,2760,charging
12/26/2023 15:43,5.197,591,3220,charging
12/26/2023 15:43,5.189,620,3840,charging
12/26/2023 15:43,5.185,704,2820,charging
12/26/2023 15:43,5.197,494,3020,charging
12/26/2023 15:43,5.197,676,3500,charging
12/26/2023 15:43,5.189,540,2820,charging
12/26/2023 15:43,5.185,546,2820,charging
12/26/2023 15:43,5.197,506,2860,charging
12/26/2023 15:43,5.197,693,3180,charging
12/26/2023 15:43,5.197,543,2820,charging
12/26/2023 15:44,5.197,500,2780,charging
12/26/2023 15:44,5.197,665,3300,charging
12/26/2023 15:44,5.201,646,3300,charging
12/26/2023 15:44,5.185,538,2780,charging
12/26/2023 15:44,5.197,532,2880,charging
12/26/2023 15:44,5.185,541,2820,charging
12/26/2023 15:44,5.193,538,2780,charging
12/26/2023 15:44,5.201,645,3180,charging
12/26/2023 15:44,5.189,735,2780,charging
12/26/2023 15:44,5.197,759,2780,charging
12/26/2023 15:44,5.193,495,2820,charging
12/26/2023 15:44,5.193,596,2860,charging
12/26/2023 15:44,5.181,539,2720,charging
12/26/2023 15:44,5.193,499,2780,charging
12/26/2023 15:44,5.189,616,4200,charging
12/26/2023 15:44,5.189,538,2780,charging
12/26/2023 15:44,5.197,547,2680,charging
12/26/2023 15:44,5.189,598,3400,charging
12/26/2023 15:44,5.189,648,3140,charging
12/26/2023 15:44,5.197,623,3220,charging
12/26/2023 15:44,5.193,655,4040,charging
12/26/2023 15:44,5.193,602,2920,charging
12/26/2023 15:44,5.197,500,2580,charging
12/26/2023 15:44,5.193,656,2920,charging
12/26/2023 15:44,5.189,928,3240,charging
12/26/2023 15:44,5.193,514,2680,charging
12/26/2023 15:44,5.197,687,3380,charging
12/26/2023 15:44,5.185,639,3380,charging
12/26/2023 15:44,5.197,564,3280,charging
12/26/2023 15:44,5.185,542,2820,charging
12/26/2023 15:44,5.189,555,3380,charging
12/26/2023 15:44,5.193,697,3640,charging
12/26/2023 15:44,5.197,502,3240,charging
12/26/2023 15:44,5.197,592,3020,charging
12/26/2023 15:44,5.189,588,4580,charging
12/26/2023 15:44,5.193,502,2620,charging
12/26/2023 15:44,5.193,622,3220,charging
12/26/2023 15:44,5.193,581,3040,charging
12/26/2023 15:44,5.177,545,2820,charging
12/26/2023 15:44,5.193,540,2820,charging
12/26/2023 15:44,5.197,685,3120,charging
12/26/2023 15:44,5.197,643,3120,charging
12/26/2023 15:44,5.189,592,2760,charging
12/26/2023 15:44,5.189,630,3760,charging
12/26/2023 15:44,5.197,629,3080,charging
12/26/2023 15:44,5.197,540,2820,charging
12/26/2023 15:44,5.197,515,2920,charging
12/26/2023 15:44,5.189,614,3380,charging
12/26/2023 15:44,5.181,541,3140,charging
12/26/2023 15:44,5.185,817,2820,charging
12/26/2023 15:44,5.197,570,2820,charging
12/26/2023 15:44,5.185,660,3400,charging
12/26/2023 15:44,5.181,535,2780,charging
12/26/2023 15:44,5.185,682,3600,charging
12/26/2023 15:44,5.189,867,3180,charging
12/26/2023 15:44,5.177,687,3400,charging
12/26/2023 15:44,5.197,546,3220,charging
12/26/2023 15:44,5.177,808,4060,charging
12/26/2023 15:45,5.197,501,3020,charging
12/26/2023 15:45,5.185,653,3380,charging
12/26/2023 15:45,5.193,641,3580,charging
12/26/2023 15:45,5.185,648,4260,charging
12/26/2023 15:45,5.197,595,3040,charging
12/26/2023 15:45,5.185,659,4100,charging
12/26/2023 15:45,5.181,537,2780,charging
12/26/2023 15:45,5.177,643,3760,charging
12/26/2023 15:45,5.181,538,2780,charging
12/26/2023 15:45,5.185,704,3380,charging
12/26/2023 15:45,5.177,537,2820,charging
12/26/2023 15:45,5.185,644,4060,charging
12/26/2023 15:45,5.197,645,3480,charging
12/26/2023 15:45,5.181,779,3480,charging
12/26/2023 15:45,5.189,755,4460,charging
12/26/2023 15:45,5.185,543,2820,charging
12/26/2023 15:45,5.185,800,3940,charging
12/26/2023 15:45,5.189,745,3300,charging
12/26/2023 15:45,5.197,549,3500,charging
12/26/2023 15:45,5.181,570,2820,charging
12/26/2023 15:45,5.193,638,4620,charging
12/26/2023 15:45,5.197,508,2660,charging
12/26/2023 15:45,5.193,540,2660,charging
12/26/2023 15:45,5.193,824,3740,charging
12/26/2023 15:45,5.173,727,4120,charging
12/26/2023 15:45,5.197,595,3240,charging
12/26/2023 15:45,5.189,914,3800,charging
12/26/2023 15:45,5.181,682,3600,charging
12/26/2023 15:45,5.181,818,3440,charging
12/26/2023 15:45,5.197,511,3220,charging
12/26/2023 15:45,5.181,711,3300,charging
12/26/2023 15:45,5.189,578,3020,charging
12/26/2023 15:45,5.197,539,2660,charging
12/26/2023 15:45,5.189,541,3040,charging
12/26/2023 15:45,5.185,607,3180,charging
12/26/2023 15:45,5.185,541,2780,charging
12/26/2023 15:45,5.181,678,3040,charging
12/26/2023 15:45,5.197,512,3040,charging
12/26/2023 15:45,5.193,545,2820,charging
12/26/2023 15:45,5.189,930,2820,charging
12/26/2023 15:45,5.189,715,3600,charging
12/26/2023 15:45,5.189,540,2860,charging
12/26/2023 15:45,5.193,624,3220,charging
12/26/2023 15:45,5.189,886,3120,charging
12/26/2023 15:45,5.185,535,2660,charging
12/26/2023 15:45,5.189,545,2820,charging
12/26/2023 15:45,5.197,639,3280,charging
12/26/2023 15:45,5.181,543,2820,charging
12/26/2023 15:45,5.193,516,2880,charging
12/26/2023 15:45,5.197,494,2560,charging
12/26/2023 15:45,5.197,555,2820,charging
12/26/2023 15:45,5.193,658,3840,charging
12/26/2023 15:45,5.185,541,2820,charging
12/26/2023 15:45,5.193,524,3300,charging
12/26/2023 15:45,5.189,743,3540,charging
12/26/2023 15:45,5.189,593,3380,charging
12/26/2023 15:45,5.185,539,2820,charging
12/26/2023 15:45,5.197,540,2820,charging
12/26/2023 15:46,5.197,683,2980,charging
12/26/2023 15:46,5.189,769,3960,charging
12/26/2023 15:46,5.197,501,2920,charging
12/26/2023 15:46,5.193,512,3040,charging
12/26/2023 15:46,5.197,574,3180,charging
12/26/2023 15:46,5.181,545,2660,charging
12/26/2023 15:46,5.189,912,2920,charging
12/26/2023 15:46,5.181,539,3140,charging
12/26/2023 15:46,5.197,518,2680,charging
12/26/2023 15:46,5.181,572,2780,charging
12/26/2023 15:46,5.189,616,3380,charging
12/26/2023 15:46,5.197,537,2860,charging
12/26/2023 15:46,5.189,538,2980,charging
12/26/2023 15:46,5.201,605,3380,charging
12/26/2023 15:46,5.197,616,2980,charging
12/26/2023 15:46,5.189,563,2920,charging
12/26/2023 15:46,5.197,617,3500,charging
12/26/2023 15:46,5.189,537,2820,charging
12/26/2023 15:46,5.185,685,3340,charging
12/26/2023 15:46,5.189,539,2980,charging
12/26/2023 15:46,5.197,540,2620,charging
12/26/2023 15:46,5.197,583,3180,charging
12/26/2023 15:46,5.193,598,3600,charging
12/26/2023 15:46,5.197,491,2820,charging
12/26/2023 15:46,5.185,543,2820,charging
12/26/2023 15:46,5.185,722,4220,charging
12/26/2023 15:46,5.193,598,2580,charging
12/26/2023 15:46,5.193,734,3640,charging
12/26/2023 15:46,5.193,540,2820,charging
12/26/2023 15:46,5.193,654,3500,charging
12/26/2023 15:46,5.197,586,3120,charging
12/26/2023 15:46,5.197,516,2680,charging
12/26/2023 15:46,5.181,515,2720,charging
12/26/2023 15:46,5.177,582,3040,charging
12/26/2023 15:46,5.197,650,4120,charging
12/26/2023 15:46,5.193,552,3140,charging
12/26/2023 15:46,5.181,539,2780,charging
12/26/2023 15:46,5.197,587,3540,charging
12/26/2023 15:46,5.197,545,2820,charging
12/26/2023 15:46,5.189,654,3760,charging
12/26/2023 15:46,5.189,515,2680,charging
12/26/2023 15:46,5.181,538,2780,charging
12/26/2023 15:46,5.189,600,2760,charging
12/26/2023 15:46,5.189,550,3340,charging
12/26/2023 15:46,5.189,648,3380,charging
12/26/2023 15:46,5.193,915,4760,charging
12/26/2023 15:46,5.197,684,2940,charging
12/26/2023 15:46,5.197,539,2780,charging
12/26/2023 15:46,5.181,541,2780,charging
12/26/2023 15:46,5.189,753,2820,charging
12/26/2023 15:46,5.185,553,2820,charging
12/26/2023 15:46,5.193,645,2780,charging
12/26/2023 15:46,5.197,575,2980,charging
12/26/2023 15:46,5.185,700,3800,charging
12/26/2023 15:46,5.181,737,3840,charging
12/26/2023 15:46,5.181,865,3900,charging
12/26/2023 15:46,5.185,752,3800,charging
12/26/2023 15:46,5.189,885,2780,charging
12/26/2023 15:47,5.189,737,3220,charging
12/26/2023 15:47,5.185,538,2820,charging
12/26/2023 15:47,5.193,501,2720,charging
12/26/2023 15:47,5.185,666,3480,charging
12/26/2023 15:47,5.193,563,2660,charging
12/26/2023 15:47,5.189,571,2860,charging
12/26/2023 15:47,5.193,548,3140,charging
12/26/2023 15:47,5.193,744,2820,charging
12/26/2023 15:47,5.181,758,3940,charging
12/26/2023 15:47,5.185,656,4160,charging
12/26/2023 15:47,5.189,904,3700,charging
12/26/2023 15:47,5.177,593,2720,charging
12/26/2023 15:47,5.185,744,4720,charging
12/26/2023 15:47,5.193,517,2680,charging
12/26/2023 15:47,5.185,649,3860,charging
12/26/2023 15:47,5.197,570,3040,charging
12/26/2023 15:47,5.169,767,3860,charging
12/26/2023 15:47,5.185,543,2820,charging
12/26/2023 15:47,5.185,642,3440,charging
12/26/2023 15:47,5.189,626,2780,charging
12/26/2023 15:47,5.177,739,3960,charging
12/26/2023 15:47,5.193,509,2760,charging
12/26/2023 15:47,5.173,732,3760,charging
12/26/2023 15:47,5.189,649,3440,charging
12/26/2023 15:47,5.197,501,3080,charging
12/26/2023 15:47,5.197,507,3080,charging
12/26/2023 15:47,5.197,630,3480,charging
12/26/2023 15:47,5.189,587,3400,charging
12/26/2023 15:47,5.181,633,3020,charging
12/26/2023 15:47,5.197,667,3480,charging
12/26/2023 15:47,5.189,599,4120,charging
12/26/2023 15:47,5.193,662,3440,charging
12/26/2023 15:47,5.185,541,2820,charging
12/26/2023 15:47,5.197,618,2860,charging
12/26/2023 15:47,5.189,601,3120,charging
12/26/2023 15:47,5.197,679,2820,charging
12/26/2023 15:47,5.189,706,2820,charging
12/26/2023 15:47,5.185,600,2780,charging
12/26/2023 15:47,5.181,552,2820,charging
12/26/2023 15:47,5.185,536,2760,charging
12/26/2023 15:47,5.185,568,2780,charging
12/26/2023 15:47,5.197,502,2560,charging
12/26/2023 15:47,5.197,580,3140,charging
12/26/2023 15:47,5.181,560,2780,charging
12/26/2023 15:47,5.189,551,4780,charging
12/26/2023 15:47,5.189,595,3600,charging
12/26/2023 15:47,5.185,543,2880,charging
12/26/2023 15:47,5.197,637,3300,charging
12/26/2023 15:47,5.189,654,3680,charging
12/26/2023 15:47,5.185,547,2820,charging
12/26/2023 15:47,5.193,537,2560,charging
12/26/2023 15:47,5.189,539,2780,charging
12/26/2023 15:47,5.193,548,3240,charging
12/26/2023 15:47,5.193,645,2820,charging
12/26/2023 15:47,5.197,558,2620,charging
12/26/2023 15:47,5.197,493,2560,charging
12/26/2023 15:47,5.189,662,3440,charging
12/26/2023 15:47,5.189,707,3240,charging
12/26/2023 15:48,5.185,592,3080,charging
12/26/2023 15:48,5.193,571,2820,charging
12/26/2023 15:48,5.177,543,2660,charging
12/26/2023 15:48,5.193,534,3760,charging
12/26/2023 15:48,5.197,558,3120,charging
12/26/2023 15:48,5.181,539,2780,charging
12/26/2023 15:48,5.189,626,3580,charging
12/26/2023 15:48,5.189,769,3340,charging
12/26/2023 15:48,5.185,647,2780,charging
12/26/2023 15:48,5.201,547,2820,charging
12/26/2023 15:48,5.193,660,4220,charging
12/26/2023 15:48,5.197,621,3140,charging
12/26/2023 15:48,5.193,841,4360,charging
12/26/2023 15:48,5.189,647,3180,charging
12/26/2023 15:48,5.197,511,2660,charging
12/26/2023 15:48,5.193,656,3680,charging
12/26/2023 15:48,5.197,573,3020,charging
12/26/2023 15:48,5.197,537,2660,charging
12/26/2023 15:48,5.177,571,2820,charging
12/26/2023 15:48,5.189,657,3400,charging
12/26/2023 15:48,5.197,570,3180,charging
12/26/2023 15:48,5.193,537,2580,charging
12/26/2023 15:48,5.197,673,3540,charging
12/26/2023 15:48,5.197,495,2920,charging
12/26/2023 15:48,5.189,537,2820,charging
12/26/2023 15:48,5.193,577,3380,charging
12/26/2023 15:48,5.197,506,3680,charging
12/26/2023 15:48,5.197,628,3600,charging
12/26/2023 15:48,5.193,576,2980,charging
12/26/2023 15:48,5.189,650,3840,charging
12/26/2023 15:48,5.189,612,2820,charging
12/26/2023 15:48,5.189,614,3500,charging
12/26/2023 15:48,5.193,597,3480,charging
12/26/2023 15:48,5.189,624,4520,charging
12/26/2023 15:48,5.185,655,2780,charging
12/26/2023 15:48,5.197,496,2580,charging
12/26/2023 15:48,5.193,749,2780,charging
12/26/2023 15:48,5.177,539,2680,charging
12/26/2023 15:48,5.197,504,2620,charging
12/26/2023 15:48,5.189,673,2780,charging
12/26/2023 15:48,5.197,513,3500,charging
12/26/2023 15:48,5.197,561,3120,charging
12/26/2023 15:48,5.185,605,3140,charging
12/26/2023 15:48,5.197,639,2940,charging
12/26/2023 15:48,5.193,721,2820,charging
12/26/2023 15:48,5.197,508,2660,charging
12/26/2023 15:48,5.193,596,3040,charging
12/26/2023 15:48,5.197,539,2780,charging
12/26/2023 15:48,5.181,541,2660,charging
12/26/2023 15:48,5.189,744,3680,charging
12/26/2023 15:48,5.185,535,2720,charging
12/26/2023 15:48,5.193,515,2680,charging
12/26/2023 15:48,5.197,538,3540,charging
12/26/2023 15:48,5.181,537,2820,charging
12/26/2023 15:48,5.165,685,3740,charging
12/26/2023 15:48,5.189,539,2820,charging
12/26/2023 15:48,5.177,860,3700,charging
12/26/2023 15:48,5.197,508,2940,charging
12/26/2023 15:49,5.185,682,3540,charging
12/26/2023 15:49,5.197,513,3120,charging
12/26/2023 15:49,5.181,651,3220,charging
12/26/2023 15:49,5.197,594,3440,charging
12/26/2023 15:49,5.181,833,4400,charging
12/26/2023 15:49,5.185,543,2780,charging
12/26/2023 15:49,5.181,645,3300,charging
12/26/2023 15:49,5.197,577,2980,charging
12/26/2023 15:49,5.185,792,4000,charging
12/26/2023 15:49,5.197,504,3580,charging
12/26/2023 15:49,5.177,768,3380,charging
12/26/2023 15:49,5.181,516,2680,charging
12/26/2023 15:49,5.177,735,4060,charging
12/26/2023 15:49,5.189,598,3600,charging
12/26/2023 15:49,5.173,649,3860,charging
12/26/2023 15:49,5.197,617,2780,charging
12/26/2023 15:49,5.177,750,3900,charging
12/26/2023 15:49,5.193,541,2820,charging
12/26/2023 15:49,5.181,648,3280,charging
12/26/2023 15:49,5.197,578,3080,charging
12/26/2023 15:49,5.189,590,2860,charging
12/26/2023 15:49,5.181,783,4420,charging
12/26/2023 15:49,5.197,604,3400,charging
12/26/2023 15:49,5.177,515,2680,charging
12/26/2023 15:49,5.197,656,3180,charging
12/26/2023 15:49,5.189,612,3680,charging
12/26/2023 15:49,5.177,540,2760,charging
12/26/2023 15:49,5.193,654,3280,charging
12/26/2023 15:49,5.177,540,2780,charging
12/26/2023 15:49,5.177,646,3380,charging
12/26/2023 15:49,5.189,542,2820,charging
12/26/2023 15:49,5.181,651,3380,charging
12/26/2023 15:49,5.189,583,3340,charging
12/26/2023 15:49,5.181,815,3400,charging
12/26/2023 15:49,5.197,566,3040,charging
12/26/2023 15:49,5.189,846,2820,charging
12/26/2023 15:49,5.193,574,3020,charging
12/26/2023 15:49,5.197,528,2560,charging
12/26/2023 15:49,5.197,551,3080,charging
12/26/2023 15:49,5.197,525,2720,charging
12/26/2023 15:49,5.189,695,3760,charging
12/26/2023 15:49,5.185,538,2780,charging
12/26/2023 15:49,5.197,513,3280,charging
12/26/2023 15:49,5.189,738,3580,charging
12/26/2023 15:49,5.185,540,2980,charging
12/26/2023 15:49,5.189,684,3440,charging
12/26/2023 15:49,5.177,544,2820,charging
12/26/2023 15:49,5.197,649,3040,charging
12/26/2023 15:49,5.189,672,2780,charging
12/26/2023 15:49,5.189,551,2680,charging
12/26/2023 15:49,5.193,907,2780,charging
12/26/2023 15:49,5.193,652,3860,charging
12/26/2023 15:49,5.185,538,2560,charging
12/26/2023 15:49,5.193,576,3280,charging
12/26/2023 15:49,5.197,495,2860,charging
12/26/2023 15:49,5.201,640,3300,charging
12/26/2023 15:49,5.197,538,2940,charging
12/26/2023 15:49,5.185,529,2760,charging
12/26/2023 15:50,5.189,676,3380,charging
12/26/2023 15:50,5.189,551,2760,charging
12/26/2023 15:50,5.189,538,3300,charging
12/26/2023 15:50,5.185,539,2820,charging
12/26/2023 15:50,5.189,538,2780,charging
12/26/2023 15:50,5.193,530,2620,charging
12/26/2023 15:50,5.189,540,2820,charging
12/26/2023 15:50,5.197,549,3040,charging
12/26/2023 15:50,5.185,530,2760,charging
12/26/2023 15:50,5.193,652,4580,charging
12/26/2023 15:50,5.197,493,2680,charging
12/26/2023 15:50,5.181,540,2820,charging
12/26/2023 15:50,5.185,603,2780,charging
12/26/2023 15:50,5.197,530,2880,charging
12/26/2023 15:50,5.177,655,2940,charging
12/26/2023 15:50,5.181,533,2880,charging
12/26/2023 15:50,5.197,572,3600,charging
12/26/2023 15:50,5.189,862,3940,charging
12/26/2023 15:50,5.189,531,2760,charging
12/26/2023 15:50,5.177,547,2680,charging
12/26/2023 15:50,5.197,599,3180,charging
12/26/2023 15:50,5.189,534,2980,charging
12/26/2023 15:50,5.193,674,3220,charging
12/26/2023 15:50,5.197,498,3120,charging
12/26/2023 15:50,5.189,574,2820,charging
12/26/2023 15:50,5.189,537,2780,charging
12/26/2023 15:50,5.193,522,2760,charging
12/26/2023 15:50,5.193,560,3800,charging
12/26/2023 15:50,5.185,637,2820,charging
12/26/2023 15:50,5.193,650,3140,charging
12/26/2023 15:50,5.189,584,3300,charging
12/26/2023 15:50,5.197,708,3240,charging
12/26/2023 15:50,5.197,664,3280,charging
12/26/2023 15:50,5.189,601,2780,charging
12/26/2023 15:50,5.197,639,3300,charging
12/26/2023 15:50,5.189,561,3380,charging
12/26/2023 15:50,5.193,625,2940,charging
12/26/2023 15:50,5.189,647,3340,charging
12/26/2023 15:50,5.197,635,3020,charging
12/26/2023 15:50,5.193,543,2680,charging
12/26/2023 15:50,5.197,499,2580,charging
12/26/2023 15:50,5.185,585,3040,charging
12/26/2023 15:50,5.185,541,2780,charging
12/26/2023 15:50,5.181,544,2680,charging
12/26/2023 15:50,5.189,604,3380,charging
12/26/2023 15:50,5.193,525,2720,charging
12/26/2023 15:50,5.197,540,3140,charging
12/26/2023 15:50,5.201,495,2560,charging
12/26/2023 15:50,5.193,606,3140,charging
12/26/2023 15:50,5.197,541,3400,charging
12/26/2023 15:50,5.193,774,3240,charging
12/26/2023 15:50,5.193,538,2780,charging
12/26/2023 15:50,5.189,637,3380,charging
12/26/2023 15:50,5.177,537,2940,charging
12/26/2023 15:50,5.189,537,2940,charging
12/26/2023 15:50,5.189,616,3220,charging
12/26/2023 15:50,5.181,647,3380,charging
12/26/2023 15:50,5.189,557,2780,charging
12/26/2023 15:51,5.189,658,4620,charging
12/26/2023 15:51,5.193,644,3140,charging
12/26/2023 15:51,5.185,671,3680,charging
12/26/2023 15:51,5.197,537,3580,charging
12/26/2023 15:51,5.173,641,3300,charging
12/26/2023 15:51,5.185,536,2780,charging
12/26/2023 15:51,5.177,794,3380,charging
12/26/2023 15:51,5.185,755,3040,charging
12/26/2023 15:51,5.185,655,4200,charging
12/26/2023 15:51,5.189,645,3140,charging
12/26/2023 15:51,5.185,638,3760,charging
12/26/2023 15:51,5.185,774,4000,charging
12/26/2023 15:51,5.197,498,2880,charging
12/26/2023 15:51,5.181,643,2780,charging
12/26/2023 15:51,5.185,707,3140,charging
12/26/2023 15:51,5.197,507,2560,charging
12/26/2023 15:51,5.189,649,3040,charging
12/26/2023 15:51,5.193,748,3080,charging
12/26/2023 15:51,5.197,522,3380,charging
12/26/2023 15:51,5.189,655,3500,charging
12/26/2023 15:51,5.197,569,2940,charging
12/26/2023 15:51,5.185,689,3840,charging
12/26/2023 15:51,5.197,588,3300,charging
12/26/2023 15:51,5.177,763,4260,charging
12/26/2023 15:51,5.193,515,2680,charging
12/26/2023 15:51,5.185,796,3740,charging
12/26/2023 15:51,5.185,541,3120,charging
12/26/2023 15:51,5.193,702,3640,charging
12/26/2023 15:51,5.193,638,3220,charging
12/26/2023 15:51,5.193,678,3380,charging
12/26/2023 15:51,5.189,630,3900,charging
12/26/2023 15:51,5.197,630,3440,charging
12/26/2023 15:51,5.193,647,3600,charging
12/26/2023 15:51,5.201,628,2980,charging
12/26/2023 15:51,5.177,756,4460,charging
12/26/2023 15:51,5.189,542,2820,charging
12/26/2023 15:51,5.193,539,2660,charging
12/26/2023 15:51,5.189,698,3480,charging
12/26/2023 15:51,5.181,541,2940,charging
12/26/2023 15:51,5.193,648,3400,charging
12/26/2023 15:51,5.181,565,2780,charging
12/26/2023 15:51,5.197,513,3140,charging
12/26/2023 15:51,5.189,751,2880,charging
12/26/2023 15:51,5.197,598,3120,charging
12/26/2023 15:51,5.197,689,3380,charging
12/26/2023 15:51,5.189,579,3340,charging
12/26/2023 15:51,5.185,540,2780,charging
12/26/2023 15:51,5.197,492,2780,charging
12/26/2023 15:51,5.197,545,3040,charging
12/26/2023 15:51,5.189,691,3500,charging
12/26/2023 15:51,5.181,539,3140,charging
12/26/2023 15:51,5.197,505,2620,charging
12/26/2023 15:51,5.193,693,3180,charging
12/26/2023 15:51,5.185,553,3380,charging
12/26/2023 15:51,5.185,546,2820,charging
12/26/2023 15:51,5.185,540,2780,charging
12/26/2023 15:51,5.185,527,2720,charging
12/26/2023 15:51,5.193,572,2980,charging
12/26/2023 15:51,5.189,717,3180,charging
12/26/2023 15:52,5.177,556,2620,charging
12/26/2023 15:52,5.193,500,3040,charging
12/26/2023 15:52,5.197,607,2940,charging
12/26/2023 15:52,5.181,539,2780,charging
12/26/2023 15:52,5.193,507,3080,charging
12/26/2023 15:52,5.197,617,3220,charging
12/26/2023 15:52,5.193,573,4620,charging
12/26/2023 15:52,5.197,534,3400,charging
12/26/2023 15:52,5.185,543,2780,charging
12/26/2023 15:52,5.197,511,3180,charging
12/26/2023 15:52,5.181,537,2780,charging
12/26/2023 15:52,5.197,528,3140,charging
12/26/2023 15:52,5.197,523,3020,charging
12/26/2023 15:52,5.189,537,2760,charging
12/26/2023 15:52,5.189,651,3860,charging
12/26/2023 15:52,5.185,521,2880,charging
12/26/2023 15:52,5.197,502,3300,charging
12/26/2023 15:52,5.193,687,3540,charging
12/26/2023 15:52,5.189,540,2620,charging
12/26/2023 15:52,5.193,576,2660,charging
12/26/2023 15:52,5.193,540,3340,charging
12/26/2023 15:52,5.189,540,2820,charging
12/26/2023 15:52,5.193,508,3540,charging
12/26/2023 15:52,5.189,665,3760,charging
12/26/2023 15:52,5.189,592,3140,charging
12/26/2023 15:52,5.189,678,2780,charging
12/26/2023 15:52,5.185,541,3020,charging
12/26/2023 15:52,5.197,506,3080,charging
12/26/2023 15:52,5.185,634,3240,charging
12/26/2023 15:52,5.193,560,2780,charging
12/26/2023 15:52,5.185,540,2820,charging
12/26/2023 15:52,5.197,504,2940,charging
12/26/2023 15:52,5.197,547,3220,charging
12/26/2023 15:52,5.197,505,2620,charging
12/26/2023 15:52,5.197,580,2860,charging
12/26/2023 15:52,5.185,543,2820,charging
12/26/2023 15:52,5.197,500,2920,charging
12/26/2023 15:52,5.189,538,2780,charging
12/26/2023 15:52,5.181,537,2820,charging
12/26/2023 15:52,5.189,536,3400,charging
12/26/2023 15:52,5.197,655,3400,charging
12/26/2023 15:52,5.189,842,2860,charging
12/26/2023 15:52,5.189,541,2780,charging
12/26/2023 15:52,5.197,541,2560,charging
12/26/2023 15:52,5.193,535,3540,charging
12/26/2023 15:52,5.189,576,2940,charging
12/26/2023 15:52,5.181,570,2780,charging
12/26/2023 15:52,5.185,535,2780,charging
12/26/2023 15:52,5.189,521,2760,charging
12/26/2023 15:52,5.197,593,3800,charging
12/26/2023 15:52,5.189,624,3760,charging
12/26/2023 15:52,5.181,544,2940,charging
12/26/2023 15:52,5.193,569,3300,charging
12/26/2023 15:52,5.189,631,2780,charging
12/26/2023 15:52,5.189,573,2980,charging
12/26/2023 15:52,5.189,662,2820,charging
12/26/2023 15:52,5.197,657,3220,charging
12/26/2023 15:52,5.197,580,2780,charging
12/26/2023 15:53,5.181,583,2720,charging
12/26/2023 15:53,5.197,503,2820,charging
12/26/2023 15:53,5.181,558,2680,charging
12/26/2023 15:53,5.189,641,4220,charging
12/26/2023 15:53,5.185,887,3280,charging
12/26/2023 15:53,5.181,538,3020,charging
12/26/2023 15:53,5.197,599,3740,charging
12/26/2023 15:53,5.197,633,2860,charging
12/26/2023 15:53,5.185,674,4040,charging
12/26/2023 15:53,5.193,503,2860,charging
12/26/2023 15:53,5.181,641,3300,charging
12/26/2023 15:53,5.193,700,3800,charging
12/26/2023 15:53,5.177,749,4560,charging
12/26/2023 15:53,5.181,539,2820,charging
12/26/2023 15:53,5.185,774,4560,charging
12/26/2023 15:53,5.185,599,3120,charging
12/26/2023 15:53,5.181,541,2820,charging
12/26/2023 15:53,5.193,557,3600,charging
12/26/2023 15:53,5.177,753,3800,charging
12/26/2023 15:53,5.193,701,2860,charging
12/26/2023 15:53,5.181,638,3280,charging
12/26/2023 15:53,5.189,652,2760,charging
12/26/2023 15:53,5.185,656,3400,charging
12/26/2023 15:53,5.189,521,2720,charging
12/26/2023 15:53,5.189,648,3340,charging
12/26/2023 15:53,5.189,640,3480,charging
12/26/2023 15:53,5.185,672,3380,charging
12/26/2023 15:53,5.193,668,3600,charging
12/26/2023 15:53,5.193,541,2560,charging
12/26/2023 15:53,5.197,571,3380,charging
12/26/2023 15:53,5.189,672,2820,charging
12/26/2023 15:53,5.181,574,2980,charging
12/26/2023 15:53,5.197,527,2660,charging
12/26/2023 15:53,5.185,589,4400,charging
